game_id,home_team,away_team,home_avg_pts,away_avg_pts,home_avg_reb,away_avg_reb,home_win
0022300215,Oklahoma City Thunder,Portland Trail Blazers,118.46153846153847,103.91666666666667,41.07692307692308,43.0,1
0022300216,Houston Rockets,Los Angeles Lakers,109.9,112.38461538461539,43.7,43.61538461538461,0
0022300217,Boston Celtics,Charlotte Hornets,117.15384615384616,113.08333333333333,47.38461538461539,44.416666666666664,0
0022300218,Denver Nuggets,Detroit Pistons,113.6923076923077,110.0,44.23076923076923,46.07142857142857,1
0022300219,Milwaukee Bucks,Washington Wizards,119.15384615384616,114.08333333333333,41.53846153846154,38.916666666666664,1
0022300220,Chicago Bulls,Miami Heat,107.21428571428571,109.61538461538461,41.857142857142854,41.07692307692308,0
0022300221,Minnesota Timberwolves,New York Knicks,112.91666666666667,110.92307692307692,45.25,47.23076923076923,1
0022300222,New Orleans Pelicans,Sacramento Kings,112.07692307692308,117.0,43.46153846153846,44.333333333333336,1
0022300223,LA Clippers,San Antonio Spurs,112.54545454545455,111.15384615384616,43.45454545454545,41.84615384615385,1
0022300224,Golden State Warriors,Houston Rockets,113.35714285714286,109.36363636363636,47.285714285714285,42.81818181818182,1
0022300225,Charlotte Hornets,Washington Wizards,113.6923076923077,115.23076923076923,45.38461538461539,37.92307692307692,1
0022300226,Denver Nuggets,Orlando Magic,113.21428571428571,110.57142857142857,44.142857142857146,44.214285714285715,0
0022300227,Atlanta Hawks,Brooklyn Nets,122.38461538461539,113.07692307692308,43.76923076923077,46.69230769230769,1
0022300228,Boston Celtics,Milwaukee Bucks,117.21428571428571,120.78571428571429,47.42857142857143,42.5,1
0022300229,Cleveland Cavaliers,Miami Heat,111.92857142857143,110.21428571428571,45.142857142857146,41.214285714285715,0
0022300230,Indiana Pacers,Toronto Raptors,128.07692307692307,110.57142857142857,40.76923076923077,45.857142857142854,0
0022300231,Houston Rockets,Memphis Grizzlies,109.91666666666667,108.6923076923077,43.25,42.23076923076923,1
0022300232,Minnesota Timberwolves,Philadelphia 76ers,113.23076923076923,120.35714285714286,45.15384615384615,45.714285714285715,1
0022300233,New Orleans Pelicans,Sacramento Kings,113.28571428571429,115.15384615384616,44.285714285714285,43.69230769230769,1
0022300234,Chicago Bulls,Oklahoma City Thunder,106.73333333333333,119.57142857142857,41.46666666666667,41.214285714285715,0
0022300235,LA Clippers,San Antonio Spurs,113.5,110.28571428571429,44.083333333333336,42.357142857142854,1
0022300236,Golden State Warriors,Phoenix Suns,113.86666666666666,117.28571428571429,47.0,44.07142857142857,0
0022300237,Portland Trail Blazers,Utah Jazz,103.21428571428571,115.57142857142857,41.214285714285715,47.214285714285715,1
