Player,Year,Minutos_Jugados,Puntos_Totales,Tiros_Campo_Encestados,Tiros_Campo_Intentados,Triples_Encestados,Triples_Intentados,Tiros_Libres_Encestados,Tiros_Libres_Intentados,Rebotes_Ofensivos,Rebotes_Defensivos,Rebotes_Totales,Asistencias,Robos,Bloqueos,Pérdidas,Faltas_Personales,Victorias,Derrotas,Doble_Dobles,Triple_Dobles
Anthony Cook,1996,5.5,1.4,0.6,1.5,0.0,0.2,0.1,0.4,0.5,0.6,1.1,0.2,0.0,0.1,0.1,0.7,0,0,1,0
Anthony Davis,2013,28.8,13.5,5.5,10.6,0.0,0.1,2.6,3.5,2.6,5.6,8.2,1.0,1.2,1.8,1.4,2.5,0,0,1,1
Anthony Davis,2014,35.2,20.8,7.8,15.0,0.0,0.1,5.2,6.6,3.1,7.0,10.0,1.6,1.3,2.8,1.6,3.0,0,0,1,1
Anthony Davis,2015,36.1,24.4,9.4,17.6,0.0,0.2,5.5,6.8,2.5,7.7,10.2,2.2,1.5,2.9,1.4,2.1,0,0,1,1
Anthony Davis,2016,35.5,24.3,9.2,18.6,0.6,1.8,5.3,7.0,2.1,8.1,10.3,1.9,1.3,2.0,2.0,2.4,0,0,1,1
Anthony Davis,2017,36.1,28.0,10.3,20.3,0.5,1.8,6.9,8.6,2.3,9.5,11.8,2.1,1.3,2.2,2.4,2.2,0,0,1,1
Anthony Davis,2018,36.4,28.1,10.4,19.5,0.7,2.2,6.6,8.0,2.5,8.6,11.1,2.3,1.5,2.6,2.2,2.1,0,0,1,1
Anthony Davis,2019,33.0,25.9,9.5,18.3,0.9,2.6,6.1,7.7,3.1,8.9,12.0,3.9,1.6,2.4,2.0,2.4,0,0,1,1
Anthony Davis,2020,34.4,26.1,8.9,17.7,1.2,3.5,7.2,8.5,2.3,7.0,9.3,3.2,1.5,2.3,2.5,2.5,0,0,1,1
Anthony Davis,2021,32.3,21.8,8.4,17.0,0.7,2.8,4.4,5.9,1.7,6.2,7.9,3.1,1.3,1.6,2.1,1.7,0,0,1,1
Anthony Edwards,2021,32.1,19.3,7.0,16.8,2.4,7.2,2.9,3.8,0.8,3.8,4.7,2.9,1.1,0.5,2.2,1.8,0,0,1,1
Anthony Frederick,1991,13.6,5.1,1.9,4.8,0.0,0.0,1.2,1.7,1.0,1.4,2.4,1.3,0.6,0.4,1.1,1.4,0,0,1,1
Anthony Frederick,1992,12.9,5.9,2.4,5.6,0.1,0.3,1.0,1.4,1.1,1.0,2.2,1.1,0.6,0.4,0.9,1.4,0,0,1,1
Anthony Gill,2021,8.4,3.1,1.2,2.3,0.3,0.9,0.5,0.6,0.6,1.3,2.0,0.4,0.4,0.2,0.3,1.0,0,0,1,1
Anthony Goldwire,1996,14.8,5.5,1.8,4.5,0.8,2.0,1.1,1.4,0.2,0.8,1.0,2.7,0.4,0.0,1.5,1.9,0,0,1,1
Anthony Goldwire,1997,60.0,19.6,6.7,16.7,3.2,7.7,3.0,3.9,0.6,3.7,4.3,11.1,1.7,0.0,3.8,5.2,0,0,3,3
Anthony Goldwire,1998,27.0,9.2,3.3,7.8,0.8,2.0,1.8,2.3,0.5,1.3,1.8,3.4,1.0,0.1,1.0,1.8,0,0,1,1
Anthony Goldwire,2001,10.1,4.1,1.5,4.0,0.5,1.7,0.7,0.9,0.1,0.6,0.6,1.7,0.5,0.0,0.8,0.7,0,0,1,1
Anthony Goldwire,2003,17.6,5.5,1.9,4.9,0.6000000000000001,1.6,1.1,1.7,0.0,1.3,1.3,0.8,0.5,0.0,1.4000000000000001,1.1,0,0,0,0
Anthony Goldwire,2004,24.099999999999998,4.8,1.9000000000000001,6.1,0.6000000000000001,2.1999999999999997,0.30000000000000004,0.30000000000000004,0.30000000000000004,1.7,2.0,3.2,1.4,0.0,0.9,1.5,0,0,2,0
Anthony Goldwire,2005,42.5,13.600000000000001,4.300000000000001,10.8,2.5,6.4,2.4000000000000004,2.8,0.8,4.1,4.800000000000001,5.699999999999999,1.1,0.0,1.2,2.7,0,0,2,2
Anthony Goldwire,2006,7.3,0.7,0.3,2.3,0.0,0.7,0.0,0.0,0.0,0.3,0.3,0.7,0.0,0.0,0.3,0.0,0,0,0,0
Anthony Grundy,2006,9.0,4.3,1.6,3.2,0.4,1.3,0.8,1.2,0.1,1.3,1.4,0.8,0.6,0.0,0.8,1.2,0,0,1,0
Anthony Johnson,1998,29.4,7.5,2.9,7.9,0.5,1.7,1.0,1.4,0.7,1.6,2.2,4.3,0.8,0.1,1.6,2.4,0,0,1,1
Anthony Johnson,1999,18.1,5.0,1.9,4.6,0.1,0.4,1.2,1.7,0.3,1.2,1.5,2.2,0.7,0.1,1.3,1.4,0,0,1,1
Anthony Johnson,2000,34.4,8.6,3.4,9.0,0.1,0.7,1.5,2.1,1.1,1.4,2.6,3.6,1.7999999999999998,0.30000000000000004,1.6,3.0,0,0,3,3
Anthony Johnson,2001,29.1,7.5,3.0,8.6,0.0,0.30000000000000004,1.3,1.9,0.6,1.9,2.5,4.5,1.3,0.30000000000000004,1.9,3.6,0,0,3,3
Anthony Johnson,2002,10.8,2.8,1.1,2.6,0.1,0.4,0.5,0.7,0.3,0.6,0.9,1.4,0.9,0.0,0.6,0.9,0,0,1,1
Anthony Johnson,2003,12.8,4.1,1.6,3.5,0.2,0.5,0.8,1.1,0.2,1.0,1.2,1.3,0.6,0.1,0.6,1.4,0,0,1,1
Anthony Johnson,2004,21.9,6.2,2.3,5.6,0.6,1.7,1.0,1.3,0.4,1.4,1.8,2.8,0.9,0.1,1.0,1.9,0,0,1,1
Anthony Johnson,2005,27.7,8.4,3.2,7.2,0.7,1.7,1.3,1.8,0.5,2.3,2.8,4.8,0.9,0.2,1.5,2.3,0,0,1,1
Anthony Johnson,2006,26.4,9.2,3.6,8.0,0.7,2.1,1.4,1.9,0.4,1.8,2.2,4.3,0.8,0.3,1.5,1.8,0,0,1,1
Anthony Johnson,2007,60.9,16.6,6.6,16.1,1.2,3.4000000000000004,2.1,2.8,0.8999999999999999,3.7,4.7,9.6,1.5,0.1,3.6,5.4,0,0,3,3
Anthony Johnson,2008,64.1,16.2,6.4,14.8,1.7999999999999998,3.9000000000000004,1.4,1.8,0.9,4.9,5.699999999999999,10.8,2.2,0.30000000000000004,3.7,4.800000000000001,0,0,3,3
Anthony Johnson,2009,18.5,5.3,1.9,4.8,0.7,1.7,0.8,1.0,0.4,1.5,1.8,2.5,0.6,0.1,1.0,1.4,0,0,1,1
Anthony Johnson,2010,13.1,4.2,1.6,3.6,0.4,1.3,0.6,0.6,0.3,1.3,1.5,2.0,0.4,0.0,0.8,1.0,0,0,1,1
Anthony Lamb,2021,17.3,5.5,1.9,4.9,1.0,3.0,0.8,0.9,1.1,1.8,2.9,1.0,0.3,0.2,0.8,1.4,0,0,1,1
Anthony Mason,1991,7.0,3.3,0.7,1.3,0.0,0.0,2.0,2.7,1.0,0.7,1.7,0.0,0.3,0.0,0.0,2.0,0,0,0,0
Anthony Mason,1992,26.8,7.0,2.5,4.9,0.0,0.0,2.0,3.2,2.6,4.4,7.0,1.3,0.6,0.2,1.2,2.8,0,0,1,1
Anthony Mason,1993,30.6,10.3,3.9,7.8,0.0,0.0,2.5,3.6,2.9,5.0,7.9,2.1,0.5,0.2,1.7,3.0,0,0,1,1
Anthony Mason,1994,26.1,7.2,2.8,5.9,0.0,0.0,1.6,2.2,2.2,3.7,5.8,2.1,0.4,0.1,1.5,2.6,0,0,1,1
Anthony Mason,1995,32.4,9.9,3.7,6.6,0.0,0.0,2.5,3.9,2.4,6.1,8.4,3.1,0.9,0.3,1.6,3.3,0,0,1,1
Anthony Mason,1996,42.2,14.6,5.5,9.7,0.0,0.0,3.6,5.0,2.7,6.6,9.3,4.4,0.8,0.4,2.6,3.0,0,0,1,1
Anthony Mason,1997,43.1,16.2,5.9,11.3,0.0,0.0,4.4,5.9,2.5,8.8,11.4,5.7,1.0,0.5,2.3,2.8,0,0,1,1
Anthony Mason,1998,38.9,12.8,4.8,9.4,0.0,0.0,3.2,5.0,2.2,8.0,10.2,4.2,0.8,0.2,1.8,2.2,0,0,1,1
Anthony Mason,2000,38.2,11.6,3.9,8.1,0.0,0.0,3.8,5.1,1.8,6.8,8.5,4.5,0.9,0.4,2.0,2.7,0,0,1,1
Anthony Mason,2001,40.7,16.1,5.8,11.9,0.0,0.0,4.6,5.9,2.1,7.5,9.6,3.1,1.0,0.3,2.2,2.9,0,0,1,1
Anthony Mason,2002,38.3,9.6,3.9,7.6,0.0,0.0,1.9,2.7,1.5,6.4,7.9,4.2,0.7,0.3,1.6,2.3,0,0,1,1
Anthony Mason,2003,32.6,7.2,2.9,6.0,0.0,0.0,1.3,1.8,1.4,5.0,6.4,3.2,0.5,0.2,1.2,2.3,0,0,1,1
Anthony Miller,1995,11.5,4.1,1.5,2.9,0.0,0.1,1.0,1.7,1.5,1.8,3.3,0.8,0.4,0.2,0.8,1.7,0,0,1,1
Anthony Miller,1996,4.6,1.3,0.6,1.3,0.0,0.1,0.2,0.4,0.4,0.5,0.9,0.1,0.1,0.0,0.3,0.7,0,0,1,0
Anthony Miller,1997,14.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0
Anthony Miller,1998,6.2,2.1,0.8,1.4,0.0,0.0,0.6,1.1,0.8,1.1,1.9,0.1,0.4,0.1,0.4,1.1,0,0,1,1
Anthony Miller,1999,8.6,2.4,1.0,2.1,0.0,0.0,0.5,0.8,0.9,1.4,2.3,0.2,0.2,0.2,0.3,1.2,0,0,1,0
Anthony Miller,2000,13.6,3.7,1.5,2.8,0.0,0.0,0.7,1.5,1.4,3.3,4.7,0.5,0.3,0.3,0.5,1.9,0,0,1,1
Anthony Miller,2001,10.8,1.5,0.8,1.5,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.8,1.3,0,0,0,0
Anthony Miller,2005,4.5,2.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0,0,0,0
Anthony Morrow,2009,22.6,10.1,3.8,8.0,1.3,2.7,1.2,1.4,1.2,1.8,3.0,1.2,0.5,0.2,0.8,1.9,0,0,1,1
Anthony Morrow,2010,29.2,13.0,4.8,10.2,2.0,4.4,1.5,1.7,0.9,2.9,3.8,1.5,0.9,0.2,1.2,2.3,0,0,1,1
Anthony Morrow,2011,32.0,13.2,4.8,10.7,1.9,4.5,1.7,1.8,0.6,2.3,3.0,1.2,0.3,0.1,0.9,2.3,0,0,1,1
Anthony Morrow,2012,26.4,12.0,4.4,10.6,1.7,4.6,1.6,1.7,0.5,1.5,2.0,1.0,0.7,0.1,1.1,1.4,0,0,1,1
Anthony Morrow,2013,26.6,11.5,4.6,10.1,1.1,2.9,1.4,1.5,0.8,1.4,2.0,0.9,0.9,0.0,0.6000000000000001,3.0,0,0,2,2
Anthony Morrow,2014,18.8,8.4,3.1,6.8,1.2,2.6,0.9,1.1,0.4,1.5,1.8,0.8,0.5,0.2,0.7,1.3,0,0,1,1
Anthony Morrow,2015,24.4,10.7,3.9,8.3,1.9,4.4,1.1,1.2,0.5,2.1,2.6,0.8,0.7,0.1,0.5,1.8,0,0,1,1
Anthony Morrow,2016,13.6,5.6,2.0,4.9,1.2,3.0,0.4,0.6,0.1,0.8,0.9,0.4,0.3,0.1,0.3,0.9,0,0,1,1
Anthony Morrow,2017,40.0,15.899999999999999,5.5,13.899999999999999,2.4,7.300000000000001,2.5,2.7,0.6,1.0,1.5,1.7,1.3,0.1,0.30000000000000004,2.3,0,0,2,2
Anthony Parker,1998,5.3,1.9,0.7,1.7,0.2,0.8,0.4,0.5,0.2,0.5,0.7,0.5,0.3,0.1,0.3,0.5,0,0,1,1
Anthony Parker,1999,1.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
Anthony Parker,2000,11.6,3.6,1.5,3.6,0.1,0.9,0.5,0.7,0.3,1.4,1.7,0.6,0.5,0.3,0.7,0.8,0,0,1,0
Anthony Parker,2007,33.4,12.4,4.5,9.4,1.6,3.6,1.8,2.2,0.8,3.1,3.9,2.1,1.0,0.2,1.0,1.8,0,0,1,1
Anthony Parker,2008,32.1,12.5,4.8,10.1,1.6,3.7,1.2,1.5,0.6,3.5,4.1,2.2,1.0,0.2,1.1,1.9,0,0,1,1
Anthony Parker,2009,33.0,10.7,4.0,9.4,1.2,3.0,1.5,1.8,0.6,3.4,4.0,3.4,1.3,0.2,1.4,1.8,0,0,1,1
Anthony Parker,2010,28.3,7.3,2.5,5.9,1.3,3.2,0.9,1.2,0.4,2.5,2.9,1.9,0.8,0.2,0.9,1.9,0,0,1,1
Anthony Parker,2011,29.0,8.3,3.1,7.7,1.2,3.2,1.0,1.3,0.5,2.6,3.0,3.0,0.9,0.1,1.1,1.5,0,0,1,1
Anthony Parker,2012,25.1,7.2,2.8,6.4,1.0,2.7,0.7,1.1,0.2,2.5,2.7,2.4,0.7,0.1,1.0,1.3,0,0,1,1
Anthony Peeler,1993,21.5,10.4,3.9,8.2,0.6,1.5,2.1,2.7,0.8,1.5,2.3,2.2,0.8,0.2,1.6,2.5,0,0,1,1
Anthony Peeler,1994,30.8,14.1,5.9,13.6,0.5,2.1,1.9,2.4,1.6,2.0,3.6,3.1,1.4,0.3,2.0,3.1,0,0,1,1
Anthony Peeler,1995,21.4,10.4,3.9,9.0,1.2,3.0,1.4,1.8,0.8,1.5,2.3,1.7,0.7,0.2,1.1,2.0,0,0,1,1
Anthony Peeler,1996,22.0,9.7,3.7,8.2,1.4,3.5,0.8,1.2,0.6,1.3,1.9,1.6,0.8,0.1,0.8,1.9,0,0,1,1
Anthony Peeler,1997,31.8,14.5,5.6,14.0,1.8,4.8,1.5,1.8,0.8,2.7,3.4,3.6,1.5,0.2,2.2,2.3,0,0,1,1
Anthony Peeler,1998,89.7,35.2,14.600000000000001,31.7,3.6,9.2,2.5,3.4,2.8,6.5,9.1,10.3,4.4,0.4,3.6,7.300000000000001,0,0,3,3
Anthony Peeler,1999,28.9,9.6,3.7,9.7,1.2,4.1,1.1,1.5,1.1,1.9,3.0,2.8,1.3,0.2,1.4,2.1,0,0,1,1
Anthony Peeler,2000,25.3,9.8,3.9,8.8,1.0,3.1,1.1,1.3,0.7,2.1,2.8,2.4,0.8,0.1,1.0,2.1,0,0,1,1
Anthony Peeler,2001,28.3,10.5,4.1,9.8,1.3,3.4,1.0,1.2,0.6,2.0,2.6,2.6,1.2,0.2,1.4,2.2,0,0,1,1
Anthony Peeler,2002,25.1,9.0,3.5,8.3,1.4,3.5,0.6,0.7,0.5,2.1,2.5,2.2,0.7,0.1,0.9,1.7,0,0,1,1
Anthony Peeler,2003,27.4,7.7,3.1,7.4,1.1,2.6,0.5,0.6,0.5,2.5,2.9,3.0,0.9,0.2,1.0,2.0,0,0,1,1
Anthony Peeler,2004,18.5,5.7,2.1,4.6,0.9,1.9,0.7,0.8,0.4,1.6,2.0,1.6,0.7,0.1,1.0,1.4,0,0,1,1
Anthony Peeler,2005,13.2,3.8,1.4,3.8,0.6,1.6,0.4,0.5,0.4,1.3,1.6,1.4,0.5,0.1,0.7,1.0,0,0,1,1
Anthony Pullard,1993,4.6,2.1,1.0,2.3,0.0,0.0,0.1,0.4,0.3,0.8,1.0,0.3,0.3,0.3,0.6,0.6,0,0,0,0
Anthony Randolph,2009,17.9,7.9,3.2,6.8,0.0,0.1,1.6,2.2,2.0,3.7,5.8,0.8,0.7,1.2,1.3,2.2,0,0,1,1
Anthony Randolph,2010,22.7,11.6,4.2,9.4,0.0,0.2,3.3,4.1,2.2,4.3,6.5,1.3,0.8,1.5,1.5,2.8,0,0,1,1
Anthony Randolph,2011,42.400000000000006,21.4,8.600000000000001,18.7,0.1,0.30000000000000004,4.199999999999999,6.1000000000000005,3.1,8.399999999999999,11.6,2.3000000000000003,1.6,1.7999999999999998,3.8,4.5,0,0,3,2
Anthony Randolph,2012,15.2,7.4,2.8,5.9,0.0,0.0,1.9,2.5,1.2,2.4,3.6,0.6,0.4,1.0,1.2,1.6,0,0,1,1
Anthony Randolph,2013,8.4,3.7,1.4,2.9,0.0,0.2,0.8,1.2,0.7,1.7,2.4,0.3,0.5,0.5,0.9,1.1,0,0,1,1
Anthony Randolph,2014,12.3,4.8,1.6,4.1,0.4,1.4,1.2,1.6,0.5,2.4,2.8,0.7,0.6,0.4,0.9,1.5,0,0,1,1
Anthony Roberson,2006,5.5,2.2,0.9,1.9,0.3,0.6,0.1,0.1,0.0,0.4,0.4,0.3,0.1,0.0,0.2,0.4,0,0,0,0
Anthony Roberson,2007,11.4,5.6,2.2,5.2,1.1,2.8,0.1,0.2,0.1,1.0,1.1,0.5,0.6,0.0,0.7,1.4,0,0,1,1
Anthony Roberson,2009,24.3,10.8,4.0,11.399999999999999,2.2,7.6,0.4,0.4,0.7,1.9,2.7,1.7,0.7,0.0,0.8,1.4,0,0,2,2
Anthony Tolliver,2009,10.9,2.7,1.0,3.4,0.5,2.2,0.3,0.5,0.6,1.5,2.2,0.9,0.3,0.1,0.4,0.8,0,0,1,1
Anthony Tolliver,2010,65.3,24.0,8.600000000000001,20.5,2.2,7.199999999999999,4.5,5.9,3.7,10.899999999999999,14.8,3.9,1.4,1.5,2.0,6.199999999999999,0,0,2,2
Anthony Tolliver,2011,21.0,6.7,2.2,4.8,0.7,1.8,1.6,2.0,1.4,3.1,4.5,1.3,0.4,0.4,0.8,2.2,0,0,1,1
Anthony Tolliver,2012,17.3,4.1,1.4,3.6,0.5,2.0,0.8,1.1,1.0,2.0,3.0,0.4,0.4,0.4,0.7,1.7,0,0,1,1
Anthony Tolliver,2013,15.5,4.1,1.3,3.5,0.7,2.1,0.7,0.8,0.5,2.0,2.5,0.5,0.2,0.2,0.6,1.1,0,0,1,1
Anthony Tolliver,2014,20.3,6.1,2.0,4.8,1.6,3.9,0.5,0.6,0.5,2.1,2.6,0.7,0.3,0.2,0.4,1.3,0,0,1,1
Anthony Tolliver,2015,52.400000000000006,17.3,5.800000000000001,14.4,4.0,10.8,1.9,2.4,1.9,6.8,8.600000000000001,2.1,0.9,0.5,2.0,4.9,0,0,3,2
Anthony Tolliver,2016,18.6,5.3,1.8,4.6,1.4,3.8,0.4,0.7,0.5,2.6,3.2,0.7,0.4,0.2,0.4,1.2,0,0,1,1
Anthony Tolliver,2017,22.7,7.1,2.4,5.4,1.4,3.5,0.9,1.3,0.8,2.9,3.6,1.2,0.5,0.3,0.9,1.7,0,0,1,1
Anthony Tolliver,2018,22.2,8.9,2.8,6.0,2.0,4.6,1.3,1.7,0.6,2.4,3.1,1.1,0.4,0.3,0.7,1.8,0,0,1,1
Anthony Tolliver,2019,16.6,5.0,1.5,4.0,1.2,3.3,0.7,0.9,0.2,2.5,2.7,0.7,0.3,0.3,0.6,1.4,0,0,1,1
Anthony Tolliver,2020,60.0,13.3,4.3,12.4,3.3,10.2,1.4,1.9,2.0,7.9,9.8,2.8,1.4,0.7,2.3,4.7,0,0,3,3
Anthony Tolliver,2021,9.0,1.5,0.4,1.5,0.4,1.3,0.5,0.5,0.3,0.6,0.9,0.2,0.3,0.2,0.3,0.6,0,0,0,0
Anthony Tucker,1995,15.8,3.9,1.5,3.4,0.0,0.0,0.8,1.3,0.7,2.0,2.7,1.1,0.7,0.2,0.9,2.1,0,0,1,1
Antoine Carr,1991,32.8,20.1,8.2,15.9,0.0,0.0,3.8,5.1,2.1,3.3,5.5,2.5,0.6,1.3,2.2,4.1,0,0,1,1
Antoine Carr,1992,23.0,10.9,4.4,9.0,0.0,0.1,2.0,2.6,1.6,2.7,4.3,0.8,0.4,1.2,1.4,3.3,0,0,1,1
Antoine Carr,1993,27.4,13.1,5.3,9.9,0.0,0.1,2.5,3.2,1.5,4.0,5.5,1.4,0.5,1.2,1.4,3.7,0,0,1,1
Antoine Carr,1994,13.7,5.8,2.3,4.7,0.0,0.0,1.2,1.7,0.4,1.1,1.5,0.4,0.3,0.6,0.4,2.2,0,0,1,1
Antoine Carr,1995,21.5,9.6,3.7,7.0,0.0,0.1,2.1,2.6,1.0,2.4,3.4,0.9,0.3,0.9,1.1,3.2,0,0,1,1
Antoine Carr,1996,19.2,7.3,2.9,6.4,0.0,0.0,1.4,1.8,0.9,1.6,2.5,0.9,0.4,0.8,1.0,3.2,0,0,1,1
Antoine Carr,1997,17.8,7.4,3.1,6.4,0.0,0.0,1.2,1.5,0.7,1.6,2.4,0.9,0.3,0.8,0.9,2.6,0,0,1,1
Antoine Carr,1998,16.5,5.7,2.3,4.9,0.0,0.0,1.2,1.5,0.6,1.3,2.0,0.7,0.2,0.8,0.7,3.0,0,0,1,1
Antoine Carr,1999,8.4,2.6,1.2,2.9,0.0,0.1,0.3,0.4,0.5,1.2,1.7,0.5,0.1,0.6,0.5,1.7,0,0,1,1
Antoine Carr,2000,10.5,3.2,1.3,3.0,0.0,0.0,0.5,0.7,0.4,1.1,1.5,0.3,0.1,0.3,0.4,2.0,0,0,1,0
Antoine Rigaudeau,2003,8.3,1.5,0.7,3.2,0.1,0.5,0.0,0.0,0.4,0.4,0.7,0.5,0.3,0.0,0.5,1.0,0,0,0,0
Antoine Walker,1997,36.2,17.5,7.0,16.5,0.6,1.9,2.8,4.5,3.5,5.5,9.0,3.2,1.3,0.6,2.8,3.3,0,0,1,1
Antoine Walker,1998,39.9,22.4,8.8,20.8,1.1,3.6,3.7,5.8,3.3,6.9,10.2,3.3,1.7,0.7,3.6,3.2,0,0,1,1
Antoine Walker,1999,36.9,18.7,7.2,17.5,1.5,4.2,2.7,4.8,2.5,6.0,8.5,3.1,1.5,0.7,2.8,3.4,0,0,1,1
Antoine Walker,2000,36.6,20.5,7.9,18.4,0.9,3.5,3.8,5.4,2.4,5.5,8.0,3.7,1.4,0.4,3.2,3.2,0,0,1,1
Antoine Walker,2001,41.9,23.4,8.8,21.2,2.7,7.4,3.1,4.3,1.9,7.0,8.9,5.5,1.7,0.6,3.7,3.1,0,0,1,1
Antoine Walker,2002,42.0,22.1,8.2,20.9,2.7,8.0,3.0,4.0,1.9,7.0,8.8,5.0,1.5,0.5,3.1,2.9,0,0,1,1
Antoine Walker,2003,41.5,20.1,7.7,19.9,2.4,7.5,2.3,3.7,1.3,5.9,7.2,4.8,1.5,0.4,3.3,2.8,0,0,1,1
Antoine Walker,2004,34.6,14.0,5.9,13.8,1.0,3.7,1.3,2.3,2.4,5.9,8.3,4.5,0.8,0.8,2.5,2.6,0,0,1,1
Antoine Walker,2005,113.1,55.8,22.1,52.2,4.0,12.5,7.4,13.6,7.1,19.6,26.700000000000003,10.1,3.4,2.5,9.7,8.5,0,0,3,3
Antoine Walker,2006,26.8,12.2,4.8,11.0,1.7,4.7,1.0,1.6,1.3,3.9,5.1,2.0,0.6,0.4,1.8,2.3,0,0,1,1
Antoine Walker,2007,23.3,8.5,3.4,8.6,1.1,3.9,0.6,1.3,1.2,3.2,4.3,1.7,0.6,0.2,1.8,2.2,0,0,1,1
Antoine Walker,2008,19.4,8.0,3.0,8.2,1.3,4.1,0.8,1.4,1.2,2.4,3.7,1.0,0.7,0.2,1.0,1.7,0,0,1,1
Antoine Wright,2006,9.5,1.8,0.7,2.1,0.0,0.4,0.3,0.6,0.2,0.6,0.8,0.3,0.1,0.1,0.5,1.1,0,0,1,1
Antoine Wright,2007,18.0,4.5,1.7,4.0,0.3,0.9,0.7,1.2,0.6,2.2,2.8,0.9,0.5,0.2,0.7,1.9,0,0,1,1
Antoine Wright,2008,59.5,17.1,6.6,15.7,1.5999999999999999,5.1,2.1,3.1999999999999997,1.9,5.2,7.1,3.9,1.2,1.1,2.6,6.4,0,0,3,3
Antoine Wright,2009,23.9,7.3,2.8,6.6,0.7,2.3,1.1,1.5,0.5,1.6,2.1,1.2,0.7,0.4,0.8,2.6,0,0,1,1
Antoine Wright,2010,20.8,6.5,2.4,6.0,0.9,2.6,0.8,1.1,0.6,2.3,2.8,1.1,0.4,0.2,0.9,2.0,0,0,1,1
Antoine Wright,2011,4.4,0.3,0.1,1.1,0.0,0.6,0.0,0.0,0.3,0.1,0.4,0.0,0.1,0.0,0.1,0.4,0,0,0,0
Antonio Anderson,2010,15.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0
Antonio Blakeney,2018,16.5,7.9,2.8,7.5,0.8,2.7,1.6,2.1,0.2,1.5,1.7,1.1,0.4,0.1,0.6,1.0,0,0,1,1
Antonio Blakeney,2019,14.5,7.3,2.9,6.9,0.6,1.6,0.9,1.3,0.1,1.7,1.9,0.7,0.2,0.2,0.6,0.7,0,0,1,1
Antonio Burks,2005,9.1,3.0,1.2,2.5,0.1,0.5,0.6,0.8,0.0,0.5,0.5,1.2,0.5,0.0,0.5,1.0,0,0,1,1
Antonio Burks,2006,10.0,2.0,0.9,2.5,0.0,0.1,0.2,0.4,0.1,0.6,0.6,1.3,0.4,0.0,0.6,0.8,0,0,1,1
Antonio Daniels,1998,26.4,7.8,3.1,7.4,0.1,0.7,1.5,2.3,0.3,1.6,1.9,4.5,0.7,0.1,2.2,1.2,0,0,1,1
Antonio Daniels,1999,13.1,4.7,1.8,3.9,0.1,0.4,1.0,1.4,0.3,0.9,1.1,2.3,0.6,0.1,0.9,0.8,0,0,1,1
Antonio Daniels,2000,17.6,6.2,2.4,5.1,0.3,1.0,1.1,1.5,0.2,1.0,1.3,2.6,0.8,0.1,0.9,1.1,0,0,1,1
Antonio Daniels,2001,26.1,9.4,3.5,7.4,0.9,2.3,1.5,2.0,0.3,1.7,2.1,3.8,0.8,0.2,1.4,1.5,0,0,1,1
Antonio Daniels,2002,26.5,9.2,3.3,7.5,0.7,2.4,1.9,2.6,0.3,1.9,2.1,2.8,0.6,0.1,0.9,1.3,0,0,1,1
Antonio Daniels,2003,13.0,3.7,1.3,2.8,0.3,0.9,1.0,1.1,0.2,0.9,1.1,1.3,0.5,0.1,0.5,0.6,0,0,1,1
Antonio Daniels,2004,21.3,8.0,2.6,5.6,0.6,1.6,2.2,2.6,0.3,1.7,2.0,4.2,0.6,0.1,0.9,0.9,0,0,1,1
Antonio Daniels,2005,27.0,11.2,3.6,8.3,0.7,2.2,3.3,4.1,0.3,2.0,2.3,4.1,0.7,0.0,1.0,1.0,0,0,1,1
Antonio Daniels,2006,28.5,9.6,2.9,6.9,0.3,1.3,3.6,4.2,0.2,1.9,2.2,3.6,0.7,0.1,1.1,1.2,0,0,1,1
Antonio Daniels,2007,22.0,7.1,2.2,4.9,0.2,0.8,2.6,3.1,0.2,1.7,1.9,3.6,0.5,0.1,0.9,1.0,0,0,1,1
Antonio Daniels,2008,30.4,8.4,2.9,6.3,0.2,1.0,2.4,3.1,0.3,2.5,2.9,4.8,1.0,0.0,1.3,1.1,0,0,1,1
Antonio Daniels,2009,48.0,13.0,4.0,9.8,1.0,2.4000000000000004,3.9,5.0,0.2,3.5,3.6,8.1,1.2,0.0,2.6,2.5,0,0,3,3
Antonio Daniels,2011,8.8,1.5,0.5,1.3,0.0,0.5,0.5,0.5,0.0,1.3,1.3,0.5,0.0,0.0,0.3,0.0,0,0,0,0
Antonio Davis,1994,21.4,7.7,2.7,5.2,0.0,0.0,2.4,3.7,2.3,3.9,6.2,0.7,0.6,1.0,1.3,2.3,0,0,1,1
Antonio Davis,1995,23.4,7.6,2.5,5.6,0.0,0.0,2.7,4.0,2.4,4.0,6.4,0.6,0.4,0.7,1.5,3.0,0,0,1,1
Antonio Davis,1996,25.5,8.8,2.9,5.9,0.0,0.0,3.0,4.2,2.3,3.8,6.1,0.5,0.4,0.8,1.1,3.0,0,0,1,1
